RD41802,RDlabel,RD_Num,UA2018006961,UAlabel,UA_Num
1.8_5_0500.jpg,Elliptical galaxy,0.0,1.8_5_0500.jpg,Star,1.0
1.8_5_0501.jpg,Elliptical galaxy,0.0,1.8_5_0501.jpg,Star,1.0
1.8_5_0502.jpg,Elliptical galaxy,0.0,1.8_5_0502.jpg,Elliptical galaxy,0.0
1.8_5_0503.jpg,Elliptical galaxy,0.0,1.8_5_0503.jpg,Elliptical galaxy,0.0
1.8_5_0504.jpg,Don’t Know,5.0,1.8_5_0504.jpg,Elliptical galaxy,0.0
1.8_5_0505.jpg,Elliptical galaxy,0.0,1.8_5_0505.jpg,Elliptical galaxy,0.0
1.8_5_0506.jpg,Don’t Know,5.0,1.8_5_0506.jpg,Elliptical galaxy,0.0
1.8_5_0507.jpg,Don’t Know,5.0,1.8_5_0507.jpg,Elliptical galaxy,0.0
1.8_5_0508.jpg,Elliptical galaxy,0.0,1.8_5_0508.jpg,Elliptical galaxy,0.0
1.8_5_0509.jpg,Anti-clockwise-S-wise spiral galaxy,4.0,1.8_5_0509.jpg,Elliptical galaxy,0.0
1.8_5_0510.jpg,Clockwise-Z-wise spiral galaxy,2.0,1.8_5_0510.jpg,Elliptical galaxy,0.0
1.8_5_0511.jpg,Star,1.0,1.8_5_0511.jpg,Elliptical galaxy,0.0
1.8_5_0512.jpg,Don’t Know,5.0,1.8_5_0512.jpg,Elliptical galaxy,0.0
1.8_5_0513.jpg,Star,1.0,1.8_5_0513.jpg,Elliptical galaxy,0.0
1.8_5_0514.jpg,Don’t Know,5.0,1.8_5_0514.jpg,Elliptical galaxy,0.0
1.8_5_0515.jpg,Anti-clockwise-S-wise spiral galaxy,4.0,1.8_5_0515.jpg,Elliptical galaxy,0.0
1.8_5_0516.jpg,Elliptical galaxy,0.0,1.8_5_0516.jpg,Elliptical galaxy,0.0
1.8_5_0517.jpg,Don’t Know,5.0,1.8_5_0517.jpg,Elliptical galaxy,0.0
1.8_5_0518.jpg,Else,6.0,1.8_5_0518.jpg,Elliptical galaxy,0.0
1.8_5_0519.jpg,Don’t Know,5.0,1.8_5_0519.jpg,Elliptical galaxy,0.0
1.8_5_0520.jpg,Elliptical galaxy,0.0,1.8_5_0520.jpg,Elliptical galaxy,0.0
1.8_5_0521.jpg,Elliptical galaxy,0.0,1.8_5_0521.jpg,Elliptical galaxy,0.0
1.8_5_0522.jpg,Elliptical galaxy,0.0,1.8_5_0522.jpg,Elliptical galaxy,0.0
1.8_5_0523.jpg,Clockwise-Z-wise spiral galaxy,2.0,1.8_5_0523.jpg,Elliptical galaxy,0.0
1.8_5_0524.jpg,Star,1.0,1.8_5_0524.jpg,Elliptical galaxy,0.0
1.8_5_0525.jpg,Don’t Know,5.0,1.8_5_0525.jpg,Elliptical galaxy,0.0
1.8_5_0526.jpg,Elliptical galaxy,0.0,1.8_5_0526.jpg,Elliptical galaxy,0.0
1.8_5_0527.jpg,Clockwise-Z-wise spiral galaxy,2.0,1.8_5_0527.jpg,Elliptical galaxy,0.0
1.8_5_0528.jpg,Elliptical galaxy,0.0,1.8_5_0528.jpg,Elliptical galaxy,0.0
1.8_5_0529.jpg,Elliptical galaxy,0.0,1.8_5_0529.jpg,Elliptical galaxy,0.0
1.8_5_0530.jpg,Elliptical galaxy,0.0,1.8_5_0530.jpg,Elliptical galaxy,0.0
1.8_5_0531.jpg,Elliptical galaxy,0.0,1.8_5_0531.jpg,Elliptical galaxy,0.0
1.8_5_0532.jpg,Elliptical galaxy,0.0,1.8_5_0532.jpg,Elliptical galaxy,0.0
1.8_5_0533.jpg,Elliptical galaxy,0.0,1.8_5_0533.jpg,Elliptical galaxy,0.0
1.8_5_0534.jpg,Don’t Know,5.0,1.8_5_0534.jpg,Elliptical galaxy,0.0
1.8_5_0535.jpg,Star,1.0,1.8_5_0535.jpg,Elliptical galaxy,0.0
1.8_5_0536.jpg,Elliptical galaxy,0.0,1.8_5_0536.jpg,Elliptical galaxy,0.0
1.8_5_0537.jpg,Elliptical galaxy,0.0,1.8_5_0537.jpg,Elliptical galaxy,0.0
1.8_5_0538.jpg,Elliptical galaxy,0.0,1.8_5_0538.jpg,Elliptical galaxy,0.0
1.8_5_0539.jpg,Elliptical galaxy,0.0,1.8_5_0539.jpg,Elliptical galaxy,0.0
1.8_5_0540.jpg,Don’t Know,5.0,1.8_5_0540.jpg,Elliptical galaxy,0.0
1.8_5_0541.jpg,Clockwise-Z-wise spiral galaxy,2.0,1.8_5_0541.jpg,Elliptical galaxy,0.0
1.8_5_0542.jpg,Merger,3.0,1.8_5_0542.jpg,Elliptical galaxy,0.0
1.8_5_0543.jpg,Elliptical galaxy,0.0,1.8_5_0543.jpg,Elliptical galaxy,0.0
1.8_5_0544.jpg,Don’t Know,5.0,1.8_5_0544.jpg,Elliptical galaxy,0.0
1.8_5_0545.jpg,Elliptical galaxy,0.0,1.8_5_0545.jpg,Elliptical galaxy,0.0
1.8_5_0546.jpg,Elliptical galaxy,0.0,1.8_5_0546.jpg,Elliptical galaxy,0.0
1.8_5_0547.jpg,Elliptical galaxy,0.0,1.8_5_0547.jpg,Elliptical galaxy,0.0
1.8_5_0548.jpg,Don’t Know,5.0,1.8_5_0548.jpg,Elliptical galaxy,0.0
1.8_5_0549.jpg,Elliptical galaxy,0.0,1.8_5_0549.jpg,Elliptical galaxy,0.0
1.8_5_0550.jpg,Star,1.0,1.8_5_0550.jpg,Elliptical galaxy,0.0
1.8_5_0551.jpg,Don’t Know,5.0,1.8_5_0551.jpg,Elliptical galaxy,0.0
1.8_5_0552.jpg,Elliptical galaxy,0.0,1.8_5_0552.jpg,Elliptical galaxy,0.0
1.8_5_0553.jpg,Merger,3.0,1.8_5_0553.jpg,Elliptical galaxy,0.0
1.8_5_0554.jpg,Don’t Know,5.0,1.8_5_0554.jpg,Elliptical galaxy,0.0
1.8_5_0555.jpg,Star,1.0,1.8_5_0555.jpg,Elliptical galaxy,0.0
1.8_5_0556.jpg,Star,1.0,1.8_5_0556.jpg,Elliptical galaxy,0.0
1.8_5_0557.jpg,Don’t Know,5.0,1.8_5_0557.jpg,Elliptical galaxy,0.0
1.8_5_0558.jpg,Don’t Know,5.0,1.8_5_0558.jpg,Elliptical galaxy,0.0
1.8_5_0559.jpg,Don’t Know,5.0,1.8_5_0559.jpg,Elliptical galaxy,0.0
1.8_5_0560.jpg,Star,1.0,1.8_5_0560.jpg,Elliptical galaxy,0.0
1.8_5_0561.jpg,Elliptical galaxy,0.0,1.8_5_0561.jpg,Elliptical galaxy,0.0
1.8_5_0562.jpg,Elliptical galaxy,0.0,1.8_5_0562.jpg,Elliptical galaxy,0.0
1.8_5_0563.jpg,Elliptical galaxy,0.0,1.8_5_0563.jpg,Elliptical galaxy,0.0
1.8_5_0564.jpg,Elliptical galaxy,0.0,1.8_5_0564.jpg,Elliptical galaxy,0.0
1.8_5_0565.jpg,Elliptical galaxy,0.0,1.8_5_0565.jpg,Elliptical galaxy,0.0
1.8_5_0566.jpg,Don’t Know,5.0,1.8_5_0566.jpg,Elliptical galaxy,0.0
1.8_5_0567.jpg,Elliptical galaxy,0.0,1.8_5_0567.jpg,Elliptical galaxy,0.0
1.8_5_0568.jpg,Elliptical galaxy,0.0,1.8_5_0568.jpg,Elliptical galaxy,0.0
1.8_5_0569.jpg,Elliptical galaxy,0.0,1.8_5_0569.jpg,Elliptical galaxy,0.0
1.8_5_0570.jpg,Elliptical galaxy,0.0,1.8_5_0570.jpg,Elliptical galaxy,0.0
1.8_5_0571.jpg,Star,1.0,1.8_5_0571.jpg,Elliptical galaxy,0.0
1.8_5_0572.jpg,Elliptical galaxy,0.0,1.8_5_0572.jpg,Elliptical galaxy,0.0
1.8_5_0573.jpg,Star,1.0,1.8_5_0573.jpg,Elliptical galaxy,0.0
1.8_5_0574.jpg,Star,1.0,1.8_5_0574.jpg,Elliptical galaxy,0.0
1.8_5_0575.jpg,Elliptical galaxy,0.0,1.8_5_0575.jpg,Elliptical galaxy,0.0
1.8_5_0576.jpg,Don’t Know,5.0,1.8_5_0576.jpg,Elliptical galaxy,0.0
1.8_5_0577.jpg,Star,1.0,1.8_5_0577.jpg,Elliptical galaxy,0.0
1.8_5_0578.jpg,Elliptical galaxy,0.0,1.8_5_0578.jpg,Elliptical galaxy,0.0
1.8_5_0579.jpg,Clockwise-Z-wise spiral galaxy,2.0,1.8_5_0579.jpg,Elliptical galaxy,0.0
1.8_5_0580.jpg,Anti-clockwise-S-wise spiral galaxy,4.0,1.8_5_0580.jpg,Elliptical galaxy,0.0
1.8_5_0581.jpg,Elliptical galaxy,0.0,1.8_5_0581.jpg,Elliptical galaxy,0.0
1.8_5_0582.jpg,Elliptical galaxy,0.0,1.8_5_0582.jpg,Elliptical galaxy,0.0
1.8_5_0583.jpg,Elliptical galaxy,0.0,1.8_5_0583.jpg,Elliptical galaxy,0.0
1.8_5_0584.jpg,Elliptical galaxy,0.0,1.8_5_0584.jpg,Elliptical galaxy,0.0
1.8_5_0585.jpg,Elliptical galaxy,0.0,1.8_5_0585.jpg,Elliptical galaxy,0.0
1.8_5_0586.jpg,Don’t Know,5.0,1.8_5_0586.jpg,Elliptical galaxy,0.0
1.8_5_0587.jpg,Elliptical galaxy,0.0,1.8_5_0587.jpg,Elliptical galaxy,0.0
1.8_5_0588.jpg,Don’t Know,5.0,1.8_5_0588.jpg,Elliptical galaxy,0.0
1.8_5_0589.jpg,Star,1.0,1.8_5_0589.jpg,Elliptical galaxy,0.0
1.8_5_0590.jpg,Elliptical galaxy,0.0,1.8_5_0590.jpg,Elliptical galaxy,0.0
1.8_5_0591.jpg,Don’t Know,5.0,1.8_5_0591.jpg,Elliptical galaxy,0.0
1.8_5_0592.jpg,Elliptical galaxy,0.0,1.8_5_0592.jpg,Elliptical galaxy,0.0
1.8_5_0593.jpg,Merger,3.0,1.8_5_0593.jpg,Elliptical galaxy,0.0
1.8_5_0594.jpg,Anti-clockwise-S-wise spiral galaxy,4.0,1.8_5_0594.jpg,Elliptical galaxy,0.0
1.8_5_0595.jpg,Elliptical galaxy,0.0,1.8_5_0595.jpg,Elliptical galaxy,0.0
1.8_5_0596.jpg,Star,1.0,1.8_5_0596.jpg,Elliptical galaxy,0.0
1.8_5_0597.jpg,Star,1.0,1.8_5_0597.jpg,Elliptical galaxy,0.0
1.8_5_0598.jpg,Elliptical galaxy,0.0,1.8_5_0598.jpg,Elliptical galaxy,0.0
1.8_5_0599.jpg,Elliptical galaxy,0.0,1.8_5_0599.jpg,Elliptical galaxy,0.0
1.8_5_0600.jpg,Don’t Know,5.0,1.8_5_0600.jpg,Elliptical galaxy,0.0
1.8_5_0601.jpg,Don’t Know,5.0,1.8_5_0601.jpg,Elliptical galaxy,0.0
1.8_5_0602.jpg,Don’t Know,5.0,1.8_5_0602.jpg,Elliptical galaxy,0.0
1.8_5_0603.jpg,Anti-clockwise-S-wise spiral galaxy,4.0,1.8_5_0603.jpg,Elliptical galaxy,0.0
1.8_5_0604.jpg,Elliptical galaxy,0.0,1.8_5_0604.jpg,Elliptical galaxy,0.0
1.8_5_0605.jpg,Elliptical galaxy,0.0,1.8_5_0605.jpg,Elliptical galaxy,0.0
1.8_5_0606.jpg,Don’t Know,5.0,1.8_5_0606.jpg,Elliptical galaxy,0.0
1.8_5_0607.jpg,Elliptical galaxy,0.0,1.8_5_0607.jpg,Elliptical galaxy,0.0
1.8_5_0608.jpg,Elliptical galaxy,0.0,1.8_5_0608.jpg,Elliptical galaxy,0.0
1.8_5_0609.jpg,Elliptical galaxy,0.0,1.8_5_0609.jpg,Elliptical galaxy,0.0
1.8_5_0610.jpg,Elliptical galaxy,0.0,1.8_5_0610.jpg,Elliptical galaxy,0.0
1.8_5_0611.jpg,Elliptical galaxy,0.0,1.8_5_0611.jpg,Elliptical galaxy,0.0
1.8_5_0612.jpg,Elliptical galaxy,0.0,1.8_5_0612.jpg,Elliptical galaxy,0.0
1.8_5_0613.jpg,Don’t Know,5.0,1.8_5_0613.jpg,Elliptical galaxy,0.0
1.8_5_0614.jpg,Anti-clockwise-S-wise spiral galaxy,4.0,1.8_5_0614.jpg,Elliptical galaxy,0.0
1.8_5_0615.jpg,Don’t Know,5.0,1.8_5_0615.jpg,Elliptical galaxy,0.0
1.8_5_0616.jpg,Elliptical galaxy,0.0,1.8_5_0616.jpg,Elliptical galaxy,0.0
1.8_5_0617.jpg,Elliptical galaxy,0.0,1.8_5_0617.jpg,Elliptical galaxy,0.0
1.8_5_0618.jpg,Elliptical galaxy,0.0,1.8_5_0618.jpg,Elliptical galaxy,0.0
1.8_5_0619.jpg,Elliptical galaxy,0.0,1.8_5_0619.jpg,Elliptical galaxy,0.0
1.8_5_0620.jpg,Don’t Know,5.0,1.8_5_0620.jpg,Elliptical galaxy,0.0
1.8_5_0621.jpg,Elliptical galaxy,0.0,1.8_5_0621.jpg,Elliptical galaxy,0.0
1.8_5_0622.jpg,Don’t Know,5.0,1.8_5_0622.jpg,Elliptical galaxy,0.0
1.8_5_0623.jpg,Elliptical galaxy,0.0,1.8_5_0623.jpg,Elliptical galaxy,0.0
1.8_5_0624.jpg,Don’t Know,5.0,1.8_5_0624.jpg,Elliptical galaxy,0.0
1.8_5_0625.jpg,Elliptical galaxy,0.0,1.8_5_0625.jpg,Elliptical galaxy,0.0
1.8_5_0626.jpg,Don’t Know,5.0,1.8_5_0626.jpg,Elliptical galaxy,0.0
1.8_5_0627.jpg,Clockwise-Z-wise spiral galaxy,2.0,1.8_5_0627.jpg,Elliptical galaxy,0.0
1.8_5_0628.jpg,Elliptical galaxy,0.0,1.8_5_0628.jpg,Elliptical galaxy,0.0
1.8_5_0629.jpg,Don’t Know,5.0,1.8_5_0629.jpg,Elliptical galaxy,0.0
1.8_5_0630.jpg,Clockwise-Z-wise spiral galaxy,2.0,1.8_5_0630.jpg,Elliptical galaxy,0.0
1.8_5_0631.jpg,Clockwise-Z-wise spiral galaxy,2.0,1.8_5_0631.jpg,Elliptical galaxy,0.0
1.8_5_0632.jpg,Elliptical galaxy,0.0,1.8_5_0632.jpg,Elliptical galaxy,0.0
1.8_5_0633.jpg,Else,6.0,1.8_5_0633.jpg,Elliptical galaxy,0.0
1.8_5_0634.jpg,Anti-clockwise-S-wise spiral galaxy,4.0,1.8_5_0634.jpg,Elliptical galaxy,0.0
